100 4
1 1 -2.21664068255879
1 2 4.004493762812097
1 3 3.9395913855943276
1 4 -3.0511831006550523
2 1 6.094869936752754
2 2 1.8132941780887801
2 3 -0.9108445047964451
2 4 -5.280543142785328
3 1 0.2592601427486463
3 2 -4.150568536413666
3 3 1.0593206072854595
3 4 3.277429556691332
4 1 -1.9744278670189281
4 2 0.3817300651525191
4 3 -2.11662258423523
4 4 3.6590807886569667
1 5 0.03480496243986899
2 6 0.2310152139396336
3 7 0.11516809960125313
4 8 0.25640672564448197
5 5 2.5451445932097014
5 6 1.4657366629583648
5 7 -2.900198622030661
5 8 -0.34303208530079
6 5 -3.1653380698353533
6 6 4.56998226679716
6 7 0.6515992448912508
6 8 -0.64896903690545
7 5 -1.4133502581174706
7 6 -2.8214055061729395
7 7 2.3657140017139526
7 8 4.920481082292618
8 5 5.476946847271639
8 6 -3.2312734905828937
8 7 0.8785417904179291
8 8 -6.0099626418110565
5 9 0.13778596388292008
6 10 0.27200306034157845
7 11 0.25141961075027186
8 12 0.03185167557953178
5 4 0.046810942441376145
6 4 0.19792871861712888
7 4 0.26536120304423744
8 4 0.29756874201308103
9 9 4.541695682502488
9 10 -1.9576462501907186
9 11 -0.220892221074473
9 12 -0.4078692178173409
10 9 -3.2770862484003325
10 10 2.4665091017499408
10 11 2.6872614870151286
10 12 -1.000379591371398
11 9 -4.024610693527751
11 10 -3.300837311318095
11 11 -1.2535042434716237
11 12 4.235720258471976
12 9 2.5446697046338835
12 10 7.854669416779241
12 11 -0.8362450400976941
12 12 -0.8968150607822127
9 13 0.19223279649484995
10 14 0.14289922440965844
11 15 0.05740561723327463
12 16 0.1898556135074592
9 8 0.12214535017650285
10 8 0.2377897542780663
11 8 0.08658009085448186
12 8 0.26681315034192443
13 13 1.4411328403139103
13 14 0.5925920830378645
13 15 -6.233387205568996
13 16 3.8089726797797585
14 13 -2.765067127835938
14 14 -0.325786110393336
14 15 6.149684257292577
14 16 0.0705153940889065
15 13 3.6103962770016422
15 14 -4.307157317537386
15 15 1.061288227494969
15 16 0.4137270587462259
16 13 0.462125595355509
16 14 4.328659785732845
16 15 -2.616417614668663
16 16 -2.439814578335119
13 17 0.09564932591419502
14 18 0.19211072239632895
15 19 0.0998306636437768
16 20 0.024354180807585613
13 12 0.19645677989850246
14 12 0.25861789178117833
15 12 0.25880172648791633
16 12 0.1939436193374029
17 17 0.4298227793827292
17 18 1.2138658442175103
17 19 -2.3770184286144613
17 20 2.732130865214353
18 17 4.19076063474704
18 18 -0.15427967983135768
18 19 0.25144132901973937
18 20 -6.3716299687350055
19 17 -3.5791738084489695
19 18 2.8793243565007702
19 19 2.2274128472809966
19 20 -0.6313121467587197
20 17 1.2709473349306322
20 18 -5.017775929266906
20 19 1.2953858936031628
20 20 6.168268343742322
17 21 0.056026003213294595
18 22 0.021003647223275346
19 23 0.08432328275555402
20 24 0.23301010275914014
17 16 0.16181600311033323
18 16 0.09694933393463086
19 16 0.20413966981380352
20 16 0.16378491083863222
21 21 -1.4064318913538554
