108 4
1 1 -4.18207635667759
1 2 -0.6319798019942304
1 3 -0.00746246883526084
1 4 4.50903468816597
2 1 5.9112696761134185
2 2 0.11989394319476436
2 3 -1.1530939460114378
2 4 -2.178125653685997
3 1 -1.4502718519389581
3 2 -4.1726043416666805
3 3 5.120309222581372
3 4 3.1009927555704353
4 1 -2.2421011494028984
4 2 4.240848134396246
4 3 0.3621050477643754
4 4 -2.873583137127193
1 5 0.15849651556108643
2 6 0.20877867951503656
3 7 0.13704295342776301
4 8 0.19786910371325808
5 5 -1.1633386170724147
5 6 -4.909983747781661
5 7 7.255490350333094
5 8 -0.8886925279178097
6 5 -0.16361426017633418
6 6 0.26531860732161794
6 7 -1.4450120879649353
6 8 3.3596485931118596
7 5 4.096746973731589
7 6 1.6387941925489442
7 7 -2.950769160534013
7 8 -0.6491315724233897
8 5 -3.259818604671827
8 6 3.6315793364181355
8 7 1.914582107639873
8 8 -4.190050472746344
5 9 0.2424443727129046
6 10 0.21757235540977574
7 11 0.15829834881373508
8 12 0.1581060839970619
5 4 0.2680985010033231
6 4 0.04577898387596474
7 4 0.1401514910924091
8 4 0.19407952920340862
9 9 4.628064236896522
9 10 -0.18408741782327517
9 11 -2.39124899872789
9 12 -0.052824128898707724
10 9 -0.8636517803705951
10 10 0.6955544863092236
10 11 6.110107363621594
10 12 -4.948270223908726
11 9 -2.791182907037502
11 10 -1.974945539485599
11 11 -1.7046550328773535
11 12 5.409310393424555
12 9 1.477237595401952
12 10 5.062191865337599
12 11 -0.18546083668827457
12 12 -2.01935081141914
9 13 0.15711995496619413
10 14 0.052780771432195304
11 15 0.2083935182348642
12 16 0.28370183495504814
9 8 0.2758253054244976
10 8 0.2820657103834103
11 8 0.22748461497574102
12 8 0.07864227564998774
13 13 1.601816236267007
13 14 1.6683267565293132
13 15 1.9430109122783346
13 16 -3.909036109882606
14 13 -5.692943599931241
14 14 3.0666114312759456
14 15 3.9118970181222035
14 16 0.5069681688929948
15 13 -0.9926193454696488
15 14 2.1400961313044857
15 15 -4.037919887231309
15 16 3.310738708648181
16 13 5.094852584360331
16 14 -4.982386996426662
16 15 -0.2103179232202215
16 16 0.7512118621065952
13 17 0.1510046997863018
14 18 0.16534858601917768
15 19 0.14890321863760905
16 20 0.13361690541536392
13 12 0.15324514248319404
14 12 0.2523617641595628
15 12 0.032631079568877494
16 12 0.2541076891670425
17 17 -2.4739269817167817
17 18 4.243338460518055
17 19 -3.5510741398958463
17 20 3.086256948737537
18 17 6.046052912822825
18 18 -5.87612523444155
18 19 -2.3251499875058106
18 20 3.3321933134932142
19 17 -1.5239338932350888
19 18 -2.0338603798463537
19 19 3.8270735923395414
19 20 0.32240604274427215
20 17 0.6988406913497689
20 18 2.4749942768918083
20 19 0.21054733988034924
20 20 -2.0682143267729494
17 21 0.06205027194781526
18 22 0.29418994839657714
19 23 0.0012245930002574568
20 24 0.008432447764678285
17 16 0.15367031842137485
18 16 0.009305013336378076
19 16 0.2603821951865667
20 16 0.21328133234953553
21 21 -3.4129975481053667
21 22 2.1481490291515772
21 23 3.8385155510571334
21 24 -2.1888599739701355
22 21 -1.4200305200609904
22 22 0.7393067996080855
22 23 -0.38705579744120294
22 24 3.096389902554496
23 21 0.17830042590098957
23 22 5.527909841818058
23 23 -4.457448155136755
23 24 -0.3047202469521256
24 21 6.1491614776184536
24 22 -5.392351346440385
24 23 0.32393976001839286
24 24 -0.6043479029624512
21 25 0.2636614083250779
22 26 0.15068034186788384
23 27 0.1075843638434527
24 28 0.047541833058645434
21 20 0.14736356556301264
