116 4
1 1 -2.4594325593299033
1 2 -1.5192979560790798
1 3 3.3968449390615154
1 4 2.57366213081943
2 1 -0.4478553875270218
2 2 -2.032452903839777
2 3 -1.8165134536778154
2 4 6.192703004254169
3 1 4.0881008493787405
3 2 0.6804761790318157
3 3 1.0653439324820149
3 4 -5.61348509696768
4 1 -1.28645437084976
4 2 5.401854499690701
4 3 -3.4728391648164965
4 4 -0.8845927087080018
1 5 0.09022631749317164
2 6 0.02615856594107734
3 7 0.22629589978980427
4 8 0.2546819461329942
5 5 -4.679470689202476
5 6 -0.2674065345626245
5 7 1.6530265227859788
5 8 2.4369709966186055
6 5 2.3612930408472472
6 6 3.8200631297097534
6 7 4.380590196789334
6 8 -6.077446315055479
7 5 -0.4256643278845644
7 6 1.2601797223589712
7 7 -3.505073275516984
7 8 2.681583554421854
8 5 5.407891866311796
8 6 -2.780604312856307
8 7 0.3795993532226171
8 8 -0.836295184927832
5 9 0.0438152784794148
6 10 0.24127304861318516
7 11 0.16640202960504558
8 12 0.23587275459521848
5 4 0.0044276002948497204
6 4 0.15481306082791912
7 4 0.15124363467370036
8 4 0.12905239642441815
9 9 3.540055466218483
9 10 -0.21443516017381908
9 11 -4.2165605221043565
9 12 -2.330128516683413
10 9 -0.5548788759119564
10 10 -3.493292521987863
10 11 0.03362575039103123
10 12 4.736314131035748
11 9 -0.5207189096133008
11 10 3.017290690339255
11 11 -2.3429813437084994
11 12 1.0847911697993822
12 9 -0.46059150260877385
12 10 3.1799907745149647
12 11 6.924088510557438
12 12 -4.578137782451828
9 13 0.09887067567967918
10 14 0.1323378953951028
11 15 0.08541702098437157
12 16 0.2815593970536283
9 8 0.1335221402395214
10 8 0.06629624540661616
11 8 0.19854491046974806
12 8 0.1048586304743729
13 13 1.6359647538684923
13 14 1.570728970752165
13 15 5.1285216603475465
13 16 -4.308440856743879
14 13 2.1635319578378387
14 14 -2.7707175063589933
14 15 -0.32116058534962766
14 16 2.115450127772855
15 13 -3.9344408895160354
15 14 -1.537165839164287
15 15 4.70736817062717
15 16 2.5934571448538604
16 13 1.7969929832461073
16 14 3.0894213781245927
16 15 -6.2872089261746815
16 16 -0.15896568649709586
13 17 0.1475151557738908
14 18 0.056379975706822516
15 19 0.2734996025307399
16 20 0.19729911749328768
13 12 0.1339530857038478
14 12 0.19887095632206905
15 12 0.03186951900058882
16 12 0.056173778246502
17 17 0.8718659732235723
17 18 5.387739541602855
17 19 -1.700357240260656
17 20 -4.580015953487995
18 17 -3.7458346337056407
18 18 -2.747024605165073
18 19 2.5624920921575463
18 20 4.759569899700181
19 17 2.8359793050017346
19 18 -2.9909541317042097
19 19 3.3177624650078754
19 20 -2.86796670446936
20 17 2.1401406758202155
20 18 2.133554031972618
20 19 -3.4467574262786083
20 20 2.076848847930337
17 21 0.08571849571976158
18 22 0.2284479109745829
19 23 0.22826603816455565
20 24 0.0713763395552292
17 16 0.08762284763481736
18 16 0.29914966936110077
19 16 0.2280793662299445
20 16 0.06346732564698186
21 21 0.06009561746372257
21 22 -1.8716366071788506
21 23 -2.3075717377142833
21 24 5.081499176737451
22 21 -0.7388504777140024
22 22 5.849478639175894
22 23 -1.1381990566688993
22 24 -0.20665850794773863
23 21 -1.7474913668337246
23 22 -5.942447877654582
23 23 4.368751030771969
23 24 0.061389259806421966
24 21 4.145371445560156
24 22 2.298885095558954
24 23 0.023703761363707103
24 24 -3.914157951718869
21 25 0.055545079842806974
22 26 0.21993300274975772
23 27 0.07476272755266401
24 28 0.008060864152124736
21 20 0.04651847488562059
22 20 0.25790043036155086
23 20 0.1499619615496085
24 20 0.21709202805208364
25 25 -0.471910876201969
25 26 1.5127630101539715
25 27 1.6491980483716906
25 28 -6.42293804058287
26 25 4.403803187446905
26 26 -3.6263730851864535
26 27 -0.874984056360481
26 28 4.502595624915126
27 25 -0.7069571562668763
27 26 -1.417768418627935
27 27 2.4068496919455313
27 28 3.8609931463182887
28 25 -1.4202518320188362
28 26 4.254860919693488
28 27 -3.5716066348986306
28 28 3.137587019519952
25 29 0.1913501911828453
26 30 0.2115902577855885
27 31 0.24587099476016383
28 32 0.08802417462491405
25 24 0.1588731435240304
26 24 0.09500691158687402
27 24 0.2672200346336143
28 24 0.16583361453406384
29 29 -6.181449842661697
29 30 1.5127291864805512
29 31 3.892265594886191
29 32 1.1169825249353587
30 29 2.253790937363007
30 30 0.5178433412760821
30 31 2.4339853884852394
30 32 -4.787636286942595
31 29 2.2205001758141925
31 30 -2.1350206132855867
31 31 -1.660063140447122
31 32 3.233247097622852
32 29 2.9435395979909664
32 30 2.4185235708318467
32 31 -5.6807071362826305
32 32 2.3297467149249496
29 33 0.08086300598452785
30 34 0.18522819955220243
31 35 0.2271802715627136
32 36 0.09442791360951361
29 28 0.1323449768110759
30 28 0.2555314765073675
31 28 0.21117433301214733
32 28 0.00477501988327893
33 33 3.2023561270962726
33 34 -4.620620027112471
33 35 4.373840116227847
33 36 -1.9483518589236528
34 33 -2.325606214859329
34 34 5.459470001530104
34 35 -2.1135267322735025
34 36 -0.5574405222907819
35 33 4.488567211761265
35 34 -1.4172637875233942
35 35 -2.807913054661808
35 36 0.7715620924423847
36 33 -4.562921177506988
36 34 0.4969130893754219
36 35 2.076425515903585
36 36 3.9321711645205792
33 37 0.2659490880594089
34 38 0.20101111572212807
35 39 0.290173723327161
36 40 0.08817574939450859
33 32 0.24623686717751977
34 32 0.0056549099591094
35 32 0.23546314708636248
36 32 0.25231222392913366
37 37 7.722452932904113
37 38 2.1352079074271906
37 39 -1.7815401730280922
37 40 -4.607271690468543
38 37 -0.8007798434956721
38 38 1.3618287177152797
38 39 -2.9784379423232257
