104 4
1 1 0.31546223739696494
1 2 4.664955977280271
1 3 0.7141501584876433
1 4 -3.159007304463095
2 1 -6.16118787783586
2 2 -0.3707163791407093
2 3 -0.10546217363184575
2 4 5.368640781944146
3 1 2.996416192545166
3 2 -0.1460540958914508
3 3 -2.683539890998222
3 4 0.27375306908603547
4 1 0.2700035382804169
4 2 -5.651735453896785
4 3 3.0071845568249342
4 4 3.0633144623606983
1 5 0.2106423520960225
2 6 0.25734193202681727
3 7 0.14020005823841084
4 8 0.08013599270397671
5 5 -3.5587641894733038
5 6 3.757716784009242
5 7 0.12757732943107997
5 8 -0.5697604458982912
6 5 1.6010882559224586
6 6 2.6138817679664403
6 7 -2.9805526932625654
6 8 -2.031317742873066
7 5 5.2354369155265035
7 6 -3.9001096279717045
7 7 5.6270378929822975
7 8 -2.9442843081413996
8 5 -0.397669287421752
8 6 -2.876955217204853
8 7 0.7947604426613516
8 8 4.944529781097004
5 9 0.11435690718245183
6 10 0.12765896692170128
7 11 0.17054088279385185
8 12 0.2737479031662834
5 4 0.10365698725429333
6 4 0.05401950272657897
7 4 0.23770927035554562
8 4 0.2420492063655091
9 9 -1.479805607365042
9 10 2.7200973991288047
9 11 -5.391745105978872
9 12 3.0605238987833996
10 9 1.8952160187700422
10 10 3.725252226647065
10 11 2.722462648785068
10 12 -5.616632652414366
11 9 -1.1520700580372087
11 10 -1.2202719566692255
11 11 5.874161621823899
11 12 -1.1144547345780154
12 9 2.9569834805633373
12 10 -3.446576368957813
12 11 0.9486929346142293
12 12 1.207906911766211
9 13 0.05591773152507007
10 14 0.16978259485050498
11 15 0.025658208861658195
12 16 0.06379967596292337
9 8 0.0022434897475532177
10 8 0.05596056955482783
11 8 0.14160513389671753
12 8 0.1051255051373439
13 13 -0.03540865487850322
13 14 1.4376361928615404
13 15 -7.7903585794564
13 16 4.630253859592008
14 13 3.1641477512758946
14 14 2.6641727486315525
14 15 -0.46185334266314576
14 16 -3.298619547482754
15 13 -1.6672284904817476
15 14 0.5416348184007579
15 15 3.8036537998516877
15 16 -0.751354063731563
16 13 1.3428138827554397
16 14 -4.829996094143734
16 15 2.1895583266487253
16 16 2.359587382273966
13 17 0.19717639517925728
14 18 0.04901707807070298
15 19 0.13822193536996358
16 20 0.27472445359241354
13 12 0.19734771544503177
14 12 0.15523531911821667
15 12 0.10868790515373153
16 12 0.1720096853252034
17 17 -4.273838647862867
17 18 3.937851351702903
17 19 -1.0798627944442962
17 20 3.302692116044262
18 17 1.0411627867863373
18 18 -1.6939415974499545
18 19 -1.5739656639457147
18 20 2.345631198371266
19 17 1.188714156957717
19 18 -1.1820370065427506
19 19 5.426152050324042
19 20 -1.9612161676071502
20 17 5.551402685810149
20 18 0.13731948956002338
20 19 -3.60873118721858
20 20 -5.316137921138017
17 21 0.21810775128140092
18 22 0.27972685626190147
19 23 0.037931939959300186
20 24 0.16919815145942713
17 16 0.11063356294651429
18 16 0.2286718097462259
19 16 0.24990407016389857
20 16 0.2055349583994942
21 21 5.361297842521773
21 22 -4.245967696570052
21 23 -1.2521944107526908
21 24 -0.17640835566927288
22 21 1.7207691458578656
22 22 2.3893069401101146
22 23 -1.4345478195545622
22 24 -2.32546296797835
23 21 -3.2579725117031484
23 22 3.035262645950454
23 23 5.903723659441048
23 24 -2.4807559218759567
24 21 -3.9577080692114746
24 22 1.8599840221554753
24 23 -0.9843929493766915
24 24 4.535004193308155
21 25 0.12615524965183922
22 26 0.09806618757418938
23 27 0.2100951891503701
24 28 0.28819029317095507
21 20 0.027422527871469593
22 20 0.17624871428367736
23 20 0.04457560885778421
24 20 0.10370090085615694
25 25 2.7007436234847444
25 26 -0.599242497787721
25 27 1.0432684509169237
25 28 -3.713581739125037
26 25 0.11459923541166056
26 26 -3.9541865003340835
26 27 -0.3399131008830062
26 28 5.30947946995606
27 25 2.9280393677293763
27 26 1.7524044311142108
27 27 -3.493962222734557
27 28 0.01894141275168778
28 25 -5.109823508944839
28 26 4.235124939686165
28 27 5.157500628715338
28 28 -2.2392181649631255
25 29 0.1555859199797686
26 30 0.19352589545868137
27 31 0.017523107211517286
28 32 0.26505014592999443
25 24 0.17459772456994527
26 24 0.23373768594693234
27 24 0.20816475258019218
28 24 0.24626649280785565
29 29 3.1349793776486212
29 30 -1.4390379997283886
29 31 3.5833643803297015
29 32 -3.1895901540709146
30 29 1.444796664953969
30 30 0.9562592280607626
30 31 -4.509356857522373
30 32 3.3046842579682756
31 29 -0.345315588911631
31 30 -4.768783594182088
31 31 1.4300792422999815
31 32 4.218737261718999
32 29 -2.0235220598298405
32 30 4.440004670712112
32 31 2.9941956568771424
32 32 -4.620939373682412
29 33 0.0021202192583972047
30 34 0.038913953967949534
31 35 0.14269017895278852
32 36 0.003009472083933873
29 28 0.26309298337213943
30 28 0.17704634267068373
31 28 0.16672787242764384
32 28 0.06405809353802924
33 33 -2.5693591557335207
33 34 0.4064111824681297
33 35 0.7363284378686831
33 36 2.565527304455107
34 33 1.8098794723495328
34 34 3.6035307817003117
34 35 -4.038851920616657
34 36 1.2332716117571563
35 33 2.1102983322722353
35 34 -4.890565418607069
35 35 1.2204160452069188
35 36 1.8284527591032202
36 33 -2.1155645716290015
36 34 1.7581891672276586
36 35 6.009676755199004
36 36 -6.413113968280995
33 37 0.2429791054466756
34 38 0.20468941212992864
35 39 0.2587492585428927
36 40 0.2787124512779758
33 32 0.021826384618310633
34 32 0.22157789335174452
35 32 0.07069662964545395
36 32 0.13241690210167836
37 37 4.880173890910642
37 38 -0.23512855262543164
37 39 -1.7774277385395774
37 40 0.5880037546252478
38 37 0.2791612074001825
38 38 5.8731810557184465
38 39 -0.5166466246792647
38 40 -3.2017794759050586
39 37 -5.600241576532907
39 38 -3.1078378330058873
39 39 1.3825491503426248
39 40 4.6537705230606194
40 37 3.388506399773212
40 38 -2.486589111157077
40 39 2.6897316347909648
40 40 -2.0107153191112452
37 41 0.29940031738848755
38 42 0.20926210682813853
39 43 0.00453914524377873
40 44 0.2943214645286755
37 36 0.23402674765706144
38 36 0.1641711267991355
39 36 0.14057145298077514
40 36 0.17290265497069862
41 41 4.72259475484618
41 42 1.4654685272488799
41 43 0.3016870189682628
41 44 -4.3993981474344155
42 41 -1.6031819736669521
42 42 3.240371252105244
42 43 -1.3992076011257546
42 44 0.7709864285958603
43 41 -0.41552831710467314
43 42 -2.883027343743163
43 43 -4.7318160793602955
43 44 6.6481124015916455
44 41 -3.421424159958408
44 42 -0.3221903424958592
44 43 4.312366204539713
44 44 1.0014673446570062
41 45 0.2604386503366693
42 46 0.16341124276408636
43 47 0.08701755992253103
44 48 0.020823893893341706
41 40 0.10359917022155472
42 40 0.2871556015383543
43 40 0.20161104889792758
44 40 0.2615954318303193
45 45 0.30263930155928276
45 46 -2.219920115606132
45 47 3.234617954881918
45 48 -0.49415042100946194
46 45 -4.803486674019326
46 46 -1.157751440198253
46 47 2.2890530210596665
46 48 6.243902412091119
47 45 3.3174628549440417
47 46 0.8226448613719536
47 47 -3.933366397082213
47 48 1.8058253431695304
48 45 -0.22960745538185204
48 46 3.8318088264072983
48 47 0.9744224430986318
48 48 -5.961024591647851
45 49 0.20302709830186805
46 50 0.18394938157472146
47 51 0.04122722646407403
48 52 0.2531416474259369
45 44 0.12030066643592921
46 44 0.24525789254440775
47 44 0.13713069446715043
48 44 0.025863644466790302
49 49 3.3045368117566247
49 50 0.19352199582102214
49 51 0.2333816657020652
49 52 -2.5320066675529533
50 49 -0.19004684770343008
50 50 5.013172643157735
50 51 -2.4845139535424834
50 52 -3.439579407512284
51 49 0.5870321812189523
51 50 -3.0721772857960414
51 51 -1.9004186620032588
51 52 7.49789342973285
52 49 -2.7583255099612662
52 50 -1.0835648147164
52 51 5.17425100606212
52 52 -0.48713884889720077
49 53 0.011043505193881498
50 54 0.17111305042300765
51 55 0.2489879315737692
52 56 0.02944071116251836
49 48 0.09496939009821476
50 48 0.04465985237550991
51 48 0.14469792632504236
52 48 0.08520186637087405
53 53 -2.41885234592489
53 54 4.721340396629878
53 55 -0.6853003385667159
53 56 -1.310085930302308
54 53 1.937232473456454
54 54 2.5816769929604755
54 55 0.41764607812247584
54 56 -4.480747423823715
55 53 3.4945773770036728
55 54 -1.169899483817544
55 55 -5.329083406172911
55 56 0.10923324002482653
56 53 -0.23789431235585398
56 54 -4.441609479915065
56 55 4.4475019576080514
56 56 4.842119905418785
53 57 0.17672119472065062
54 58 0.09689386927602793
55 59 0.2440884387055926
56 60 0.1322380826897855
53 52 0.21919831240347734
54 52 0.06702638056543316
55 52 0.0515500310622379
56 52 0.2061850716968112
57 57 -0.956223148245519
57 58 -2.741546325236034
57 59 1.775308770857733
57 60 2.9053205409845835
58 57 -1.3085719401966267
58 58 2.190794615956139
58 59 -1.6851307704220384
58 60 2.747761438908312
59 57 -3.6869644211377426
59 58 1.1128263084055616
59 59 6.499988954220237
59 60 -4.89794591951904
60 57 5.846923455210294
60 58 0.5469174138660154
60 59 -2.9149017859199096
60 60 -2.2407694008699726
57 61 0.13844422484651522
58 62 0.1911779527402431
59 63 0.2754550721321233
60 64 0.10014123754097033
57 56 0.07870325395148088
58 56 0.16868467058108058
59 56 0.1159494957793256
60 56 0.2922561388544674
61 61 -0.8987053635111285
61 62 4.36194953920323
61 63 -3.6234213299483917
61 64 0.7243355277401112
62 61 -4.736704161669759
62 62 0.07260900599358779
62 63 2.6604244227616936
62 64 4.312155575151235
63 61 0.8372766008958357
63 62 2.4997889601698846
63 63 1.029117082680251
63 64 -3.25985860561318
64 61 6.128158655787977
64 62 -5.193853477408987
64 63 0.03233467993284614
64 64 -1.1092671285246545
61 65 0.11202443340477275
62 66 0.21039286643545582
63 67 0.11170486888620564
